"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	235
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	163
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	224
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	181
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	254
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	191
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	269
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	166
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	268
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	198
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	302
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	212
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	292
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"1999"	"1999"	"Female"	"F"	108
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"1999"	"1999"	"Male"	"M"	114
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2000"	"2000"	"Female"	"F"	90
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2000"	"2000"	"Male"	"M"	156
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2001"	"2001"	"Female"	"F"	98
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2001"	"2001"	"Male"	"M"	136
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2002"	"2002"	"Female"	"F"	114
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2002"	"2002"	"Male"	"M"	147
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2003"	"2003"	"Female"	"F"	90
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2003"	"2003"	"Male"	"M"	135
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2004"	"2004"	"Female"	"F"	110
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2004"	"2004"	"Male"	"M"	126
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2005"	"2005"	"Female"	"F"	113
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2005"	"2005"	"Male"	"M"	136
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2006"	"2006"	"Female"	"F"	108
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2006"	"2006"	"Male"	"M"	137
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2007"	"2007"	"Female"	"F"	100
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2007"	"2007"	"Male"	"M"	126
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2008"	"2008"	"Female"	"F"	124
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2008"	"2008"	"Male"	"M"	134
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2009"	"2009"	"Female"	"F"	96
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2009"	"2009"	"Male"	"M"	165
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2010"	"2010"	"Female"	"F"	93
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2010"	"2010"	"Male"	"M"	142
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2011"	"2011"	"Female"	"F"	102
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2011"	"2011"	"Male"	"M"	149
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2012"	"2012"	"Female"	"F"	94
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2012"	"2012"	"Male"	"M"	130
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2013"	"2013"	"Female"	"F"	97
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	"2013"	"2013"	"Male"	"M"	182
	"Leukemias"	"35011-35043"	"California"	"06"	"1999"	"1999"	"Female"	"F"	896
	"Leukemias"	"35011-35043"	"California"	"06"	"1999"	"1999"	"Male"	"M"	1241
	"Leukemias"	"35011-35043"	"California"	"06"	"2000"	"2000"	"Female"	"F"	911
	"Leukemias"	"35011-35043"	"California"	"06"	"2000"	"2000"	"Male"	"M"	1217
	"Leukemias"	"35011-35043"	"California"	"06"	"2001"	"2001"	"Female"	"F"	952
	"Leukemias"	"35011-35043"	"California"	"06"	"2001"	"2001"	"Male"	"M"	1204
	"Leukemias"	"35011-35043"	"California"	"06"	"2002"	"2002"	"Female"	"F"	915
	"Leukemias"	"35011-35043"	"California"	"06"	"2002"	"2002"	"Male"	"M"	1229
	"Leukemias"	"35011-35043"	"California"	"06"	"2003"	"2003"	"Female"	"F"	966
	"Leukemias"	"35011-35043"	"California"	"06"	"2003"	"2003"	"Male"	"M"	1251
	"Leukemias"	"35011-35043"	"California"	"06"	"2004"	"2004"	"Female"	"F"	916
	"Leukemias"	"35011-35043"	"California"	"06"	"2004"	"2004"	"Male"	"M"	1253
	"Leukemias"	"35011-35043"	"California"	"06"	"2005"	"2005"	"Female"	"F"	971
	"Leukemias"	"35011-35043"	"California"	"06"	"2005"	"2005"	"Male"	"M"	1237
	"Leukemias"	"35011-35043"	"California"	"06"	"2006"	"2006"	"Female"	"F"	974
	"Leukemias"	"35011-35043"	"California"	"06"	"2006"	"2006"	"Male"	"M"	1275
	"Leukemias"	"35011-35043"	"California"	"06"	"2007"	"2007"	"Female"	"F"	991
	"Leukemias"	"35011-35043"	"California"	"06"	"2007"	"2007"	"Male"	"M"	1284
	"Leukemias"	"35011-35043"	"California"	"06"	"2008"	"2008"	"Female"	"F"	996
	"Leukemias"	"35011-35043"	"California"	"06"	"2008"	"2008"	"Male"	"M"	1259
	"Leukemias"	"35011-35043"	"California"	"06"	"2009"	"2009"	"Female"	"F"	1033
	"Leukemias"	"35011-35043"	"California"	"06"	"2009"	"2009"	"Male"	"M"	1327
	"Leukemias"	"35011-35043"	"California"	"06"	"2010"	"2010"	"Female"	"F"	1017
	"Leukemias"	"35011-35043"	"California"	"06"	"2010"	"2010"	"Male"	"M"	1351
	"Leukemias"	"35011-35043"	"California"	"06"	"2011"	"2011"	"Female"	"F"	1043
	"Leukemias"	"35011-35043"	"California"	"06"	"2011"	"2011"	"Male"	"M"	1340
	"Leukemias"	"35011-35043"	"California"	"06"	"2012"	"2012"	"Female"	"F"	1036
	"Leukemias"	"35011-35043"	"California"	"06"	"2012"	"2012"	"Male"	"M"	1371
	"Leukemias"	"35011-35043"	"California"	"06"	"2013"	"2013"	"Female"	"F"	1072
	"Leukemias"	"35011-35043"	"California"	"06"	"2013"	"2013"	"Male"	"M"	1398
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"1999"	"1999"	"Female"	"F"	124
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"1999"	"1999"	"Male"	"M"	154
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2000"	"2000"	"Female"	"F"	110
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2000"	"2000"	"Male"	"M"	152
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2001"	"2001"	"Female"	"F"	115
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2001"	"2001"	"Male"	"M"	146
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2002"	"2002"	"Female"	"F"	110
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2002"	"2002"	"Male"	"M"	155
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2003"	"2003"	"Female"	"F"	129
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2003"	"2003"	"Male"	"M"	149
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2004"	"2004"	"Female"	"F"	93
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2004"	"2004"	"Male"	"M"	155
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2005"	"2005"	"Female"	"F"	127
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2005"	"2005"	"Male"	"M"	149
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2006"	"2006"	"Female"	"F"	134
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2006"	"2006"	"Male"	"M"	139
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2007"	"2007"	"Female"	"F"	104
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2007"	"2007"	"Male"	"M"	167
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	127
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	173
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	139
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	176
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	129
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	170
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	127
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	168
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	142
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	174
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	111
	"Leukemias"	"35011-35043"	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	193
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"1999"	"1999"	"Female"	"F"	98
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"1999"	"1999"	"Male"	"M"	136
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2000"	"2000"	"Female"	"F"	124
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2000"	"2000"	"Male"	"M"	160
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2001"	"2001"	"Female"	"F"	141
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2001"	"2001"	"Male"	"M"	143
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2002"	"2002"	"Female"	"F"	124
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2002"	"2002"	"Male"	"M"	139
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2003"	"2003"	"Female"	"F"	137
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2003"	"2003"	"Male"	"M"	185
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2004"	"2004"	"Female"	"F"	115
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2004"	"2004"	"Male"	"M"	124
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2005"	"2005"	"Female"	"F"	120
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2005"	"2005"	"Male"	"M"	142
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2006"	"2006"	"Female"	"F"	129
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2006"	"2006"	"Male"	"M"	158
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2007"	"2007"	"Female"	"F"	102
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2007"	"2007"	"Male"	"M"	144
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2008"	"2008"	"Female"	"F"	135
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2008"	"2008"	"Male"	"M"	147
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2009"	"2009"	"Female"	"F"	122
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2009"	"2009"	"Male"	"M"	169
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2010"	"2010"	"Female"	"F"	129
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2010"	"2010"	"Male"	"M"	156
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2011"	"2011"	"Female"	"F"	138
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2011"	"2011"	"Male"	"M"	167
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2012"	"2012"	"Female"	"F"	116
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2012"	"2012"	"Male"	"M"	183
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2013"	"2013"	"Female"	"F"	122
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	"2013"	"2013"	"Male"	"M"	160
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"1999"	"1999"	"Female"	"F"	21
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"1999"	"1999"	"Male"	"M"	34
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2000"	"2000"	"Female"	"F"	30
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2000"	"2000"	"Male"	"M"	40
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	35
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"	43
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2002"	"2002"	"Female"	"F"	29
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"	40
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	33
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	32
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	32
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"	34
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	28
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	35
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	30
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	39
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	36
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2008"	"2008"	"Female"	"F"	33
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	37
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"	30
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	46
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	24
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	50
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"	30
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	36
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	34
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	48
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	22
	"Leukemias"	"35011-35043"	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	37
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"1999"	"1999"	"Female"	"F"	17
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2000"	"2000"	"Male"	"M"	29
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2001"	"2001"	"Male"	"M"	21
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2002"	"2002"	"Female"	"F"	22
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2003"	"2003"	"Female"	"F"	19
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2003"	"2003"	"Male"	"M"	17
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2004"	"2004"	"Female"	"F"	20
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2004"	"2004"	"Male"	"M"	23
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2005"	"2005"	"Female"	"F"	19
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2005"	"2005"	"Male"	"M"	16
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2006"	"2006"	"Female"	"F"	21
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2006"	"2006"	"Male"	"M"	24
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2007"	"2007"	"Male"	"M"	19
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2008"	"2008"	"Male"	"M"	19
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2009"	"2009"	"Male"	"M"	23
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2011"	"2011"	"Male"	"M"	20
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2012"	"2012"	"Female"	"F"	21
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2012"	"2012"	"Male"	"M"	17
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	"2013"	"2013"	"Female"	"F"	16
	"Leukemias"	"35011-35043"	"Florida"	"12"	"1999"	"1999"	"Female"	"F"	654
	"Leukemias"	"35011-35043"	"Florida"	"12"	"1999"	"1999"	"Male"	"M"	839
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2000"	"2000"	"Female"	"F"	621
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2000"	"2000"	"Male"	"M"	882
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2001"	"2001"	"Female"	"F"	631
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2001"	"2001"	"Male"	"M"	929
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2002"	"2002"	"Female"	"F"	648
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2002"	"2002"	"Male"	"M"	908
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2003"	"2003"	"Female"	"F"	624
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2003"	"2003"	"Male"	"M"	966
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2004"	"2004"	"Female"	"F"	645
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2004"	"2004"	"Male"	"M"	882
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2005"	"2005"	"Female"	"F"	673
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2005"	"2005"	"Male"	"M"	932
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2006"	"2006"	"Female"	"F"	681
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2006"	"2006"	"Male"	"M"	955
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	651
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	874
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	635
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	941
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	683
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	1013
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	668
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	916
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	721
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	998
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	653
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	984
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	678
	"Leukemias"	"35011-35043"	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	1041
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"1999"	"1999"	"Female"	"F"	208
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"1999"	"1999"	"Male"	"M"	243
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2000"	"2000"	"Female"	"F"	220
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2000"	"2000"	"Male"	"M"	260
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2001"	"2001"	"Female"	"F"	229
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2001"	"2001"	"Male"	"M"	286
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2002"	"2002"	"Female"	"F"	217
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2002"	"2002"	"Male"	"M"	286
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2003"	"2003"	"Female"	"F"	236
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2003"	"2003"	"Male"	"M"	250
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2004"	"2004"	"Female"	"F"	275
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2004"	"2004"	"Male"	"M"	292
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2005"	"2005"	"Female"	"F"	245
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2005"	"2005"	"Male"	"M"	281
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2006"	"2006"	"Female"	"F"	217
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2006"	"2006"	"Male"	"M"	312
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	251
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	322
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	221
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2008"	"2008"	"Male"	"M"	314
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2009"	"2009"	"Female"	"F"	257
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2009"	"2009"	"Male"	"M"	305
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2010"	"2010"	"Female"	"F"	237
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2010"	"2010"	"Male"	"M"	293
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2011"	"2011"	"Female"	"F"	241
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2011"	"2011"	"Male"	"M"	327
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	227
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	328
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	267
	"Leukemias"	"35011-35043"	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	334
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"1999"	"1999"	"Female"	"F"	26
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"1999"	"1999"	"Male"	"M"	39
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	26
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	45
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2001"	"2001"	"Female"	"F"	38
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2001"	"2001"	"Male"	"M"	39
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	36
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	55
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	32
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2003"	"2003"	"Male"	"M"	41
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2004"	"2004"	"Female"	"F"	18
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	45
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2005"	"2005"	"Female"	"F"	27
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	37
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	29
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2006"	"2006"	"Male"	"M"	48
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	28
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2007"	"2007"	"Male"	"M"	43
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2008"	"2008"	"Female"	"F"	40
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2008"	"2008"	"Male"	"M"	42
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2009"	"2009"	"Female"	"F"	36
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2009"	"2009"	"Male"	"M"	39
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2010"	"2010"	"Female"	"F"	37
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2010"	"2010"	"Male"	"M"	63
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2011"	"2011"	"Female"	"F"	38
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2011"	"2011"	"Male"	"M"	57
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2012"	"2012"	"Female"	"F"	34
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2012"	"2012"	"Male"	"M"	45
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2013"	"2013"	"Female"	"F"	32
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	"2013"	"2013"	"Male"	"M"	47
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"1999"	"1999"	"Female"	"F"	35
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"1999"	"1999"	"Male"	"M"	57
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"2000"	"2000"	"Female"	"F"	36
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"2000"	"2000"	"Male"	"M"	55
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"2001"	"2001"	"Female"	"F"	45
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"2001"	"2001"	"Male"	"M"	47
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"2002"	"2002"	"Female"	"F"	44
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"2002"	"2002"	"Male"	"M"	46
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"2003"	"2003"	"Female"	"F"	51
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"2003"	"2003"	"Male"	"M"	74
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"2004"	"2004"	"Female"	"F"	56
	"Leukemias"	"35011-35043"	"Idaho"	"16"	"2004"	"2004"	"Male"	"M"	61
