"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2001"	"2001"	"White"	"2106-3"	145
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2002"	"2002"	"White"	"2106-3"	179
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2003"	"2003"	"White"	"2106-3"	169
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2004"	"2004"	"White"	"2106-3"	186
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2005"	"2005"	"White"	"2106-3"	180
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2006"	"2006"	"White"	"2106-3"	181
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2007"	"2007"	"White"	"2106-3"	191
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2008"	"2008"	"White"	"2106-3"	190
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2009"	"2009"	"White"	"2106-3"	242
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2010"	"2010"	"White"	"2106-3"	211
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2011"	"2011"	"White"	"2106-3"	228
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2012"	"2012"	"White"	"2106-3"	192
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2013"	"2013"	"White"	"2106-3"	229
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"1999"	"1999"	"White"	"2106-3"	95
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2000"	"2000"	"White"	"2106-3"	77
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2001"	"2001"	"White"	"2106-3"	69
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2002"	"2002"	"White"	"2106-3"	74
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2003"	"2003"	"White"	"2106-3"	68
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2004"	"2004"	"White"	"2106-3"	86
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2005"	"2005"	"White"	"2106-3"	94
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2006"	"2006"	"White"	"2106-3"	90
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2007"	"2007"	"White"	"2106-3"	74
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2008"	"2008"	"White"	"2106-3"	100
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2009"	"2009"	"White"	"2106-3"	114
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2010"	"2010"	"White"	"2106-3"	100
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2011"	"2011"	"White"	"2106-3"	105
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2012"	"2012"	"White"	"2106-3"	107
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2013"	"2013"	"White"	"2106-3"	103
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"1999"	"1999"	"White"	"2106-3"	84
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2000"	"2000"	"White"	"2106-3"	82
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2001"	"2001"	"White"	"2106-3"	76
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2002"	"2002"	"White"	"2106-3"	57
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2003"	"2003"	"White"	"2106-3"	82
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2004"	"2004"	"White"	"2106-3"	86
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2005"	"2005"	"White"	"2106-3"	91
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2006"	"2006"	"White"	"2106-3"	84
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2007"	"2007"	"White"	"2106-3"	99
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2008"	"2008"	"White"	"2106-3"	91
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2009"	"2009"	"White"	"2106-3"	97
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2010"	"2010"	"White"	"2106-3"	87
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2011"	"2011"	"White"	"2106-3"	92
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2012"	"2012"	"White"	"2106-3"	91
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2013"	"2013"	"White"	"2106-3"	110
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"1999"	"1999"	"White"	"2106-3"	113
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2000"	"2000"	"White"	"2106-3"	124
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2001"	"2001"	"White"	"2106-3"	156
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2002"	"2002"	"White"	"2106-3"	129
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2003"	"2003"	"White"	"2106-3"	136
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2004"	"2004"	"White"	"2106-3"	130
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2005"	"2005"	"White"	"2106-3"	153
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2006"	"2006"	"White"	"2106-3"	124
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2007"	"2007"	"White"	"2106-3"	166
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2008"	"2008"	"White"	"2106-3"	159
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2009"	"2009"	"White"	"2106-3"	140
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2010"	"2010"	"White"	"2106-3"	155
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2011"	"2011"	"White"	"2106-3"	156
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2012"	"2012"	"White"	"2106-3"	143
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2013"	"2013"	"White"	"2106-3"	165
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"1999"	"1999"	"White"	"2106-3"	78
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2000"	"2000"	"White"	"2106-3"	81
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2001"	"2001"	"White"	"2106-3"	90
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2002"	"2002"	"White"	"2106-3"	98
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2003"	"2003"	"White"	"2106-3"	82
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2004"	"2004"	"White"	"2106-3"	79
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2005"	"2005"	"White"	"2106-3"	98
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2006"	"2006"	"White"	"2106-3"	93
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2007"	"2007"	"White"	"2106-3"	76
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2008"	"2008"	"White"	"2106-3"	92
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2009"	"2009"	"White"	"2106-3"	105
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2010"	"2010"	"White"	"2106-3"	107
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2011"	"2011"	"White"	"2106-3"	83
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2012"	"2012"	"White"	"2106-3"	107
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2013"	"2013"	"White"	"2106-3"	100
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"1999"	"1999"	"White"	"2106-3"	34
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2000"	"2000"	"White"	"2106-3"	36
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2001"	"2001"	"White"	"2106-3"	48
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2002"	"2002"	"White"	"2106-3"	52
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2003"	"2003"	"White"	"2106-3"	38
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2004"	"2004"	"White"	"2106-3"	43
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2005"	"2005"	"White"	"2106-3"	41
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2006"	"2006"	"White"	"2106-3"	51
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2007"	"2007"	"White"	"2106-3"	44
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2008"	"2008"	"White"	"2106-3"	50
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2009"	"2009"	"White"	"2106-3"	49
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2010"	"2010"	"White"	"2106-3"	54
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2011"	"2011"	"White"	"2106-3"	49
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2012"	"2012"	"White"	"2106-3"	54
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2013"	"2013"	"White"	"2106-3"	58
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"1999"	"1999"	"White"	"2106-3"	110
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2000"	"2000"	"White"	"2106-3"	126
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2001"	"2001"	"White"	"2106-3"	132
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2002"	"2002"	"White"	"2106-3"	141
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2003"	"2003"	"White"	"2106-3"	127
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2004"	"2004"	"White"	"2106-3"	143
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2005"	"2005"	"White"	"2106-3"	153
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2006"	"2006"	"White"	"2106-3"	166
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2007"	"2007"	"White"	"2106-3"	136
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2008"	"2008"	"White"	"2106-3"	146
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2009"	"2009"	"White"	"2106-3"	165
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2010"	"2010"	"White"	"2106-3"	139
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2011"	"2011"	"White"	"2106-3"	152
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2012"	"2012"	"White"	"2106-3"	160
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2013"	"2013"	"White"	"2106-3"	151
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"1999"	"1999"	"White"	"2106-3"	184
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2000"	"2000"	"White"	"2106-3"	229
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2001"	"2001"	"White"	"2106-3"	192
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2002"	"2002"	"White"	"2106-3"	182
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2003"	"2003"	"White"	"2106-3"	215
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2004"	"2004"	"White"	"2106-3"	191
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2005"	"2005"	"White"	"2106-3"	229
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2006"	"2006"	"White"	"2106-3"	213
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2007"	"2007"	"White"	"2106-3"	211
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2008"	"2008"	"White"	"2106-3"	208
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2009"	"2009"	"White"	"2106-3"	219
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2010"	"2010"	"White"	"2106-3"	217
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2011"	"2011"	"White"	"2106-3"	213
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2012"	"2012"	"White"	"2106-3"	219
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2013"	"2013"	"White"	"2106-3"	237
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"1999"	"1999"	"White"	"2106-3"	213
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2000"	"2000"	"White"	"2106-3"	242
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2001"	"2001"	"White"	"2106-3"	206
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2002"	"2002"	"White"	"2106-3"	230
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2003"	"2003"	"White"	"2106-3"	224
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2004"	"2004"	"White"	"2106-3"	237
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2005"	"2005"	"White"	"2106-3"	263
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2006"	"2006"	"White"	"2106-3"	249
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2007"	"2007"	"White"	"2106-3"	244
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2008"	"2008"	"White"	"2106-3"	260
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2009"	"2009"	"White"	"2106-3"	259
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2010"	"2010"	"White"	"2106-3"	278
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2011"	"2011"	"White"	"2106-3"	288
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2012"	"2012"	"White"	"2106-3"	270
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2013"	"2013"	"White"	"2106-3"	276
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"1999"	"1999"	"White"	"2106-3"	118
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2000"	"2000"	"White"	"2106-3"	117
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2001"	"2001"	"White"	"2106-3"	121
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2002"	"2002"	"White"	"2106-3"	112
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2003"	"2003"	"White"	"2106-3"	106
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2004"	"2004"	"White"	"2106-3"	131
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2005"	"2005"	"White"	"2106-3"	106
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2006"	"2006"	"White"	"2106-3"	125
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2007"	"2007"	"White"	"2106-3"	125
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2008"	"2008"	"White"	"2106-3"	123
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2009"	"2009"	"White"	"2106-3"	143
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2010"	"2010"	"White"	"2106-3"	147
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2011"	"2011"	"White"	"2106-3"	146
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2012"	"2012"	"White"	"2106-3"	155
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2013"	"2013"	"White"	"2106-3"	163
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"1999"	"1999"	"White"	"2106-3"	52
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2000"	"2000"	"White"	"2106-3"	62
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2001"	"2001"	"White"	"2106-3"	58
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2002"	"2002"	"White"	"2106-3"	62
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2003"	"2003"	"White"	"2106-3"	54
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2004"	"2004"	"White"	"2106-3"	54
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2005"	"2005"	"White"	"2106-3"	67
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2006"	"2006"	"White"	"2106-3"	67
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2007"	"2007"	"White"	"2106-3"	73
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2008"	"2008"	"White"	"2106-3"	59
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2009"	"2009"	"White"	"2106-3"	65
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2010"	"2010"	"White"	"2106-3"	70
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2011"	"2011"	"White"	"2106-3"	67
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2012"	"2012"	"White"	"2106-3"	71
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2013"	"2013"	"White"	"2106-3"	60
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"1999"	"1999"	"White"	"2106-3"	161
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2000"	"2000"	"White"	"2106-3"	175
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2001"	"2001"	"White"	"2106-3"	185
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2002"	"2002"	"White"	"2106-3"	170
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2003"	"2003"	"White"	"2106-3"	155
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2004"	"2004"	"White"	"2106-3"	190
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2005"	"2005"	"White"	"2106-3"	211
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2006"	"2006"	"White"	"2106-3"	212
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2007"	"2007"	"White"	"2106-3"	187
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2008"	"2008"	"White"	"2106-3"	187
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2009"	"2009"	"White"	"2106-3"	207
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2010"	"2010"	"White"	"2106-3"	213
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2011"	"2011"	"White"	"2106-3"	196
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2012"	"2012"	"White"	"2106-3"	220
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2013"	"2013"	"White"	"2106-3"	208
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"1999"	"1999"	"White"	"2106-3"	23
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2000"	"2000"	"White"	"2106-3"	28
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2001"	"2001"	"White"	"2106-3"	35
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2002"	"2002"	"White"	"2106-3"	27
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2003"	"2003"	"White"	"2106-3"	35
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2004"	"2004"	"White"	"2106-3"	24
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2005"	"2005"	"White"	"2106-3"	30
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2006"	"2006"	"White"	"2106-3"	26
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2007"	"2007"	"White"	"2106-3"	30
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2008"	"2008"	"White"	"2106-3"	28
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2009"	"2009"	"White"	"2106-3"	35
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2010"	"2010"	"White"	"2106-3"	31
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2011"	"2011"	"White"	"2106-3"	40
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2012"	"2012"	"White"	"2106-3"	43
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2013"	"2013"	"White"	"2106-3"	33
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"1999"	"1999"	"White"	"2106-3"	51
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2000"	"2000"	"White"	"2106-3"	44
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2001"	"2001"	"White"	"2106-3"	53
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2002"	"2002"	"White"	"2106-3"	53
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2003"	"2003"	"White"	"2106-3"	48
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2004"	"2004"	"White"	"2106-3"	51
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2005"	"2005"	"White"	"2106-3"	58
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2006"	"2006"	"White"	"2106-3"	58
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2007"	"2007"	"White"	"2106-3"	38
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2008"	"2008"	"White"	"2106-3"	76
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2009"	"2009"	"White"	"2106-3"	63
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2010"	"2010"	"White"	"2106-3"	54
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2011"	"2011"	"White"	"2106-3"	54
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2012"	"2012"	"White"	"2106-3"	66
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2013"	"2013"	"White"	"2106-3"	72
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"1999"	"1999"	"White"	"2106-3"	57
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2000"	"2000"	"White"	"2106-3"	48
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2001"	"2001"	"White"	"2106-3"	63
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2002"	"2002"	"White"	"2106-3"	59
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2003"	"2003"	"White"	"2106-3"	71
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2004"	"2004"	"White"	"2106-3"	66
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2005"	"2005"	"White"	"2106-3"	67
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2006"	"2006"	"White"	"2106-3"	55
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2007"	"2007"	"White"	"2106-3"	76
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2008"	"2008"	"White"	"2106-3"	72
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2009"	"2009"	"White"	"2106-3"	73
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2010"	"2010"	"White"	"2106-3"	67
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2011"	"2011"	"White"	"2106-3"	102
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2012"	"2012"	"White"	"2106-3"	80
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2013"	"2013"	"White"	"2106-3"	67
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"1999"	"1999"	"White"	"2106-3"	40
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2000"	"2000"	"White"	"2106-3"	31
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2001"	"2001"	"White"	"2106-3"	26
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2002"	"2002"	"White"	"2106-3"	49
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2003"	"2003"	"White"	"2106-3"	47
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2004"	"2004"	"White"	"2106-3"	48
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2005"	"2005"	"White"	"2106-3"	38
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2006"	"2006"	"White"	"2106-3"	48
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2007"	"2007"	"White"	"2106-3"	35
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2008"	"2008"	"White"	"2106-3"	43
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2009"	"2009"	"White"	"2106-3"	45
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2010"	"2010"	"White"	"2106-3"	31
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2011"	"2011"	"White"	"2106-3"	51
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2012"	"2012"	"White"	"2106-3"	40
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2013"	"2013"	"White"	"2106-3"	42
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"1999"	"1999"	"White"	"2106-3"	232
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2000"	"2000"	"White"	"2106-3"	213
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2001"	"2001"	"White"	"2106-3"	246
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2002"	"2002"	"White"	"2106-3"	238
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2003"	"2003"	"White"	"2106-3"	224
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2004"	"2004"	"White"	"2106-3"	240
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2005"	"2005"	"White"	"2106-3"	258
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2006"	"2006"	"White"	"2106-3"	241
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2007"	"2007"	"White"	"2106-3"	247
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2008"	"2008"	"White"	"2106-3"	261
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2009"	"2009"	"White"	"2106-3"	240
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2010"	"2010"	"White"	"2106-3"	226
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2011"	"2011"	"White"	"2106-3"	224
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2012"	"2012"	"White"	"2106-3"	239
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2013"	"2013"	"White"	"2106-3"	247
	"Melanoma of the Skin"	"25010"	"New Mexico"	"35"	"1999"	"1999"	"White"	"2106-3"	50
	"Melanoma of the Skin"	"25010"	"New Mexico"	"35"	"2000"	"2000"	"White"	"2106-3"	38
	"Melanoma of the Skin"	"25010"	"New Mexico"	"35"	"2001"	"2001"	"White"	"2106-3"	33
	"Melanoma of the Skin"	"25010"	"New Mexico"	"35"	"2002"	"2002"	"White"	"2106-3"	36
	"Melanoma of the Skin"	"25010"	"New Mexico"	"35"	"2003"	"2003"	"White"	"2106-3"	51
	"Melanoma of the Skin"	"25010"	"New Mexico"	"35"	"2004"	"2004"	"White"	"2106-3"	43
	"Melanoma of the Skin"	"25010"	"New Mexico"	"35"	"2005"	"2005"	"White"	"2106-3"	44
