"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"1999"	"1999"	"Black or African American"	"2054-5"	24
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"1999"	"1999"	"White"	"2106-3"	77
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2000"	"2000"	"White"	"2106-3"	86
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2001"	"2001"	"White"	"2106-3"	92
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2002"	"2002"	"Black or African American"	"2054-5"	17
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2002"	"2002"	"White"	"2106-3"	89
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2003"	"2003"	"White"	"2106-3"	87
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2004"	"2004"	"White"	"2106-3"	84
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2005"	"2005"	"Black or African American"	"2054-5"	18
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2005"	"2005"	"White"	"2106-3"	75
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2006"	"2006"	"Black or African American"	"2054-5"	30
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2006"	"2006"	"White"	"2106-3"	91
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2007"	"2007"	"White"	"2106-3"	67
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2008"	"2008"	"Black or African American"	"2054-5"	16
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2008"	"2008"	"White"	"2106-3"	82
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2009"	"2009"	"Black or African American"	"2054-5"	18
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2009"	"2009"	"White"	"2106-3"	69
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2010"	"2010"	"Black or African American"	"2054-5"	22
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2010"	"2010"	"White"	"2106-3"	68
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2011"	"2011"	"Black or African American"	"2054-5"	19
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2011"	"2011"	"White"	"2106-3"	90
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2012"	"2012"	"Black or African American"	"2054-5"	16
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2012"	"2012"	"White"	"2106-3"	87
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2013"	"2013"	"Black or African American"	"2054-5"	18
	"Kidney and Renal Pelvis"	"29020"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2013"	"2013"	"White"	"2106-3"	83
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"1999"	"1999"	"White"	"2106-3"	29
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2000"	"2000"	"White"	"2106-3"	36
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2001"	"2001"	"White"	"2106-3"	42
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2002"	"2002"	"White"	"2106-3"	39
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2003"	"2003"	"White"	"2106-3"	34
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2004"	"2004"	"White"	"2106-3"	50
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2005"	"2005"	"White"	"2106-3"	55
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2006"	"2006"	"White"	"2106-3"	53
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2007"	"2007"	"White"	"2106-3"	50
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2008"	"2008"	"White"	"2106-3"	48
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2009"	"2009"	"White"	"2106-3"	48
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2010"	"2010"	"White"	"2106-3"	50
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2011"	"2011"	"White"	"2106-3"	44
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2012"	"2012"	"White"	"2106-3"	47
	"Kidney and Renal Pelvis"	"29020"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2013"	"2013"	"White"	"2106-3"	50
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"1999"	"1999"	"White"	"2106-3"	43
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2000"	"2000"	"White"	"2106-3"	45
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2001"	"2001"	"White"	"2106-3"	44
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2002"	"2002"	"White"	"2106-3"	57
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2003"	"2003"	"White"	"2106-3"	57
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2004"	"2004"	"White"	"2106-3"	73
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2005"	"2005"	"White"	"2106-3"	53
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2006"	"2006"	"White"	"2106-3"	42
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2007"	"2007"	"White"	"2106-3"	48
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2008"	"2008"	"White"	"2106-3"	29
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2009"	"2009"	"White"	"2106-3"	41
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2010"	"2010"	"White"	"2106-3"	50
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2011"	"2011"	"White"	"2106-3"	59
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2012"	"2012"	"White"	"2106-3"	56
	"Kidney and Renal Pelvis"	"29020"	" Pittsburgh, PA  "	"38300"	"2013"	"2013"	"White"	"2106-3"	58
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2000"	"2000"	"White"	"2106-3"	25
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2001"	"2001"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2002"	"2002"	"White"	"2106-3"	30
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2003"	"2003"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2004"	"2004"	"White"	"2106-3"	34
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2005"	"2005"	"White"	"2106-3"	22
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2006"	"2006"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2007"	"2007"	"White"	"2106-3"	27
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2008"	"2008"	"White"	"2106-3"	25
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2009"	"2009"	"White"	"2106-3"	32
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2010"	"2010"	"White"	"2106-3"	32
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2011"	"2011"	"White"	"2106-3"	26
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2012"	"2012"	"White"	"2106-3"	27
	"Kidney and Renal Pelvis"	"29020"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2013"	"2013"	"White"	"2106-3"	25
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"1999"	"1999"	"White"	"2106-3"	38
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2000"	"2000"	"White"	"2106-3"	35
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2001"	"2001"	"White"	"2106-3"	33
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2002"	"2002"	"White"	"2106-3"	33
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2003"	"2003"	"White"	"2106-3"	36
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2004"	"2004"	"White"	"2106-3"	37
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2005"	"2005"	"White"	"2106-3"	32
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2006"	"2006"	"White"	"2106-3"	37
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2007"	"2007"	"White"	"2106-3"	27
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2008"	"2008"	"White"	"2106-3"	27
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2009"	"2009"	"White"	"2106-3"	40
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2010"	"2010"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2011"	"2011"	"White"	"2106-3"	29
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2012"	"2012"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Providence-Warwick, RI-MA  "	"39300"	"2013"	"2013"	"White"	"2106-3"	27
	"Kidney and Renal Pelvis"	"29020"	" Richmond, VA  "	"40060"	"1999"	"1999"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Richmond, VA  "	"40060"	"2006"	"2006"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"1999"	"1999"	"White"	"2106-3"	38
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2000"	"2000"	"White"	"2106-3"	32
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2001"	"2001"	"White"	"2106-3"	34
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2002"	"2002"	"White"	"2106-3"	40
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2003"	"2003"	"White"	"2106-3"	42
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2004"	"2004"	"White"	"2106-3"	46
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2005"	"2005"	"White"	"2106-3"	58
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2006"	"2006"	"White"	"2106-3"	26
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2007"	"2007"	"White"	"2106-3"	41
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2008"	"2008"	"White"	"2106-3"	34
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2009"	"2009"	"White"	"2106-3"	42
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2010"	"2010"	"White"	"2106-3"	46
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2011"	"2011"	"White"	"2106-3"	62
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2012"	"2012"	"White"	"2106-3"	62
	"Kidney and Renal Pelvis"	"29020"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2013"	"2013"	"White"	"2106-3"	44
	"Kidney and Renal Pelvis"	"29020"	" Rochester, NY  "	"40380"	"2000"	"2000"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" Rochester, NY  "	"40380"	"2002"	"2002"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Rochester, NY  "	"40380"	"2003"	"2003"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" Rochester, NY  "	"40380"	"2004"	"2004"	"White"	"2106-3"	22
	"Kidney and Renal Pelvis"	"29020"	" Rochester, NY  "	"40380"	"2005"	"2005"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Rochester, NY  "	"40380"	"2007"	"2007"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Rochester, NY  "	"40380"	"2011"	"2011"	"White"	"2106-3"	25
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"1999"	"1999"	"White"	"2106-3"	22
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2000"	"2000"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2001"	"2001"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2002"	"2002"	"White"	"2106-3"	27
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2003"	"2003"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2004"	"2004"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2005"	"2005"	"White"	"2106-3"	32
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2006"	"2006"	"White"	"2106-3"	22
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2007"	"2007"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2008"	"2008"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2009"	"2009"	"White"	"2106-3"	22
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2010"	"2010"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2011"	"2011"	"White"	"2106-3"	30
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2012"	"2012"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2013"	"2013"	"White"	"2106-3"	26
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"1999"	"1999"	"White"	"2106-3"	42
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2000"	"2000"	"White"	"2106-3"	32
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2001"	"2001"	"White"	"2106-3"	47
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2002"	"2002"	"White"	"2106-3"	37
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2003"	"2003"	"White"	"2106-3"	62
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2004"	"2004"	"White"	"2106-3"	37
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2005"	"2005"	"White"	"2106-3"	37
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2006"	"2006"	"White"	"2106-3"	44
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2007"	"2007"	"White"	"2106-3"	38
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2008"	"2008"	"White"	"2106-3"	46
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2009"	"2009"	"White"	"2106-3"	29
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2010"	"2010"	"White"	"2106-3"	49
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2011"	"2011"	"White"	"2106-3"	44
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2012"	"2012"	"White"	"2106-3"	40
	"Kidney and Renal Pelvis"	"29020"	" St. Louis, MO-IL  "	"41180"	"2013"	"2013"	"White"	"2106-3"	57
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"1999"	"1999"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2000"	"2000"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2001"	"2001"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2002"	"2002"	"White"	"2106-3"	31
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2003"	"2003"	"White"	"2106-3"	36
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2004"	"2004"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2005"	"2005"	"White"	"2106-3"	36
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2006"	"2006"	"White"	"2106-3"	31
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2007"	"2007"	"White"	"2106-3"	25
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2008"	"2008"	"White"	"2106-3"	31
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2009"	"2009"	"White"	"2106-3"	30
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2010"	"2010"	"White"	"2106-3"	38
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2011"	"2011"	"White"	"2106-3"	39
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2012"	"2012"	"White"	"2106-3"	42
	"Kidney and Renal Pelvis"	"29020"	" San Antonio-New Braunfels, TX  "	"41700"	"2013"	"2013"	"White"	"2106-3"	42
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"1999"	"1999"	"White"	"2106-3"	33
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2000"	"2000"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2001"	"2001"	"White"	"2106-3"	44
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2002"	"2002"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2003"	"2003"	"White"	"2106-3"	40
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2004"	"2004"	"White"	"2106-3"	29
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2005"	"2005"	"White"	"2106-3"	40
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2006"	"2006"	"White"	"2106-3"	31
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2007"	"2007"	"White"	"2106-3"	39
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2008"	"2008"	"White"	"2106-3"	35
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2009"	"2009"	"White"	"2106-3"	38
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2010"	"2010"	"White"	"2106-3"	37
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2011"	"2011"	"White"	"2106-3"	30
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2012"	"2012"	"White"	"2106-3"	34
	"Kidney and Renal Pelvis"	"29020"	" San Diego-Carlsbad, CA  "	"41740"	"2013"	"2013"	"White"	"2106-3"	34
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"1999"	"1999"	"White"	"2106-3"	32
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2000"	"2000"	"White"	"2106-3"	32
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2001"	"2001"	"White"	"2106-3"	41
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2002"	"2002"	"White"	"2106-3"	40
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2003"	"2003"	"White"	"2106-3"	48
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2004"	"2004"	"White"	"2106-3"	33
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2005"	"2005"	"White"	"2106-3"	39
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2006"	"2006"	"White"	"2106-3"	34
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2007"	"2007"	"White"	"2106-3"	32
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2008"	"2008"	"White"	"2106-3"	39
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2009"	"2009"	"White"	"2106-3"	34
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2010"	"2010"	"White"	"2106-3"	38
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2011"	"2011"	"White"	"2106-3"	40
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2012"	"2012"	"White"	"2106-3"	42
	"Kidney and Renal Pelvis"	"29020"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2013"	"2013"	"White"	"2106-3"	30
	"Kidney and Renal Pelvis"	"29020"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2001"	"2001"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2002"	"2002"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2005"	"2005"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2006"	"2006"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2009"	"2009"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2010"	"2010"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2012"	"2012"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2013"	"2013"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2000"	"2000"	"White"	"2106-3"	16
