"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2000"	"2000"	"Male"	"M"	666
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2001"	"2001"	"Male"	"M"	648
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2002"	"2002"	"Male"	"M"	666
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2003"	"2003"	"Male"	"M"	616
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2004"	"2004"	"Male"	"M"	628
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2005"	"2005"	"Male"	"M"	604
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2006"	"2006"	"Male"	"M"	606
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2007"	"2007"	"Male"	"M"	614
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2008"	"2008"	"Male"	"M"	558
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2009"	"2009"	"Male"	"M"	597
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2010"	"2010"	"Male"	"M"	601
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2011"	"2011"	"Male"	"M"	632
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2012"	"2012"	"Male"	"M"	617
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2013"	"2013"	"Male"	"M"	624
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"1999"	"1999"	"Male"	"M"	169
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2000"	"2000"	"Male"	"M"	152
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2001"	"2001"	"Male"	"M"	159
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2002"	"2002"	"Male"	"M"	171
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2003"	"2003"	"Male"	"M"	166
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2004"	"2004"	"Male"	"M"	158
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2005"	"2005"	"Male"	"M"	156
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2006"	"2006"	"Male"	"M"	135
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2007"	"2007"	"Male"	"M"	154
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2008"	"2008"	"Male"	"M"	148
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2009"	"2009"	"Male"	"M"	127
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2010"	"2010"	"Male"	"M"	151
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2011"	"2011"	"Male"	"M"	169
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2012"	"2012"	"Male"	"M"	133
	"Prostate"	"28010"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2013"	"2013"	"Male"	"M"	152
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"1999"	"1999"	"Male"	"M"	254
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2000"	"2000"	"Male"	"M"	270
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2001"	"2001"	"Male"	"M"	263
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2002"	"2002"	"Male"	"M"	282
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2003"	"2003"	"Male"	"M"	264
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2004"	"2004"	"Male"	"M"	262
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2005"	"2005"	"Male"	"M"	232
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2006"	"2006"	"Male"	"M"	251
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2007"	"2007"	"Male"	"M"	246
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2008"	"2008"	"Male"	"M"	259
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2009"	"2009"	"Male"	"M"	252
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2010"	"2010"	"Male"	"M"	278
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2011"	"2011"	"Male"	"M"	249
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2012"	"2012"	"Male"	"M"	227
	"Prostate"	"28010"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2013"	"2013"	"Male"	"M"	248
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"1999"	"1999"	"Male"	"M"	45
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2000"	"2000"	"Male"	"M"	42
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2001"	"2001"	"Male"	"M"	41
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2002"	"2002"	"Male"	"M"	30
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2003"	"2003"	"Male"	"M"	40
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2004"	"2004"	"Male"	"M"	36
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2005"	"2005"	"Male"	"M"	38
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2006"	"2006"	"Male"	"M"	43
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2007"	"2007"	"Male"	"M"	43
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2008"	"2008"	"Male"	"M"	45
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2009"	"2009"	"Male"	"M"	35
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2010"	"2010"	"Male"	"M"	36
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2011"	"2011"	"Male"	"M"	34
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2012"	"2012"	"Male"	"M"	42
	"Prostate"	"28010"	" Modesto, CA  "	"33700"	"2013"	"2013"	"Male"	"M"	53
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"1999"	"1999"	"Male"	"M"	132
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2000"	"2000"	"Male"	"M"	109
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2001"	"2001"	"Male"	"M"	121
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2002"	"2002"	"Male"	"M"	121
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2003"	"2003"	"Male"	"M"	125
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2004"	"2004"	"Male"	"M"	111
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2005"	"2005"	"Male"	"M"	107
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2006"	"2006"	"Male"	"M"	118
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2007"	"2007"	"Male"	"M"	143
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2008"	"2008"	"Male"	"M"	124
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2009"	"2009"	"Male"	"M"	125
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2010"	"2010"	"Male"	"M"	120
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2011"	"2011"	"Male"	"M"	115
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2012"	"2012"	"Male"	"M"	107
	"Prostate"	"28010"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2013"	"2013"	"Male"	"M"	117
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"1999"	"1999"	"Male"	"M"	119
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2000"	"2000"	"Male"	"M"	98
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2001"	"2001"	"Male"	"M"	109
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2002"	"2002"	"Male"	"M"	139
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2003"	"2003"	"Male"	"M"	113
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2004"	"2004"	"Male"	"M"	110
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2005"	"2005"	"Male"	"M"	108
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2006"	"2006"	"Male"	"M"	104
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2007"	"2007"	"Male"	"M"	112
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2008"	"2008"	"Male"	"M"	98
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2009"	"2009"	"Male"	"M"	83
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2010"	"2010"	"Male"	"M"	100
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2011"	"2011"	"Male"	"M"	82
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2012"	"2012"	"Male"	"M"	79
	"Prostate"	"28010"	" New Haven-Milford, CT  "	"35300"	"2013"	"2013"	"Male"	"M"	83
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"1999"	"1999"	"Male"	"M"	179
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2000"	"2000"	"Male"	"M"	143
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2001"	"2001"	"Male"	"M"	160
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2002"	"2002"	"Male"	"M"	154
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2003"	"2003"	"Male"	"M"	148
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2004"	"2004"	"Male"	"M"	140
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2005"	"2005"	"Male"	"M"	135
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2006"	"2006"	"Male"	"M"	116
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2007"	"2007"	"Male"	"M"	107
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2008"	"2008"	"Male"	"M"	112
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2009"	"2009"	"Male"	"M"	113
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2010"	"2010"	"Male"	"M"	124
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2011"	"2011"	"Male"	"M"	113
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2012"	"2012"	"Male"	"M"	102
	"Prostate"	"28010"	" New Orleans-Metairie, LA  "	"35380"	"2013"	"2013"	"Male"	"M"	102
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"Male"	"M"	1954
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	"Male"	"M"	2005
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"Male"	"M"	2053
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"Male"	"M"	1959
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	"Male"	"M"	1868
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	"Male"	"M"	1814
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	"Male"	"M"	1747
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"Male"	"M"	1631
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"Male"	"M"	1751
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	"Male"	"M"	1679
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"Male"	"M"	1722
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"Male"	"M"	1772
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"Male"	"M"	1691
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2012"	"2012"	"Male"	"M"	1596
	"Prostate"	"28010"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2013"	"2013"	"Male"	"M"	1577
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"1999"	"1999"	"Male"	"M"	124
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2000"	"2000"	"Male"	"M"	139
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2001"	"2001"	"Male"	"M"	101
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2002"	"2002"	"Male"	"M"	110
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2003"	"2003"	"Male"	"M"	92
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2004"	"2004"	"Male"	"M"	107
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2005"	"2005"	"Male"	"M"	114
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2006"	"2006"	"Male"	"M"	144
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2007"	"2007"	"Male"	"M"	112
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2008"	"2008"	"Male"	"M"	113
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2009"	"2009"	"Male"	"M"	110
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2010"	"2010"	"Male"	"M"	104
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2011"	"2011"	"Male"	"M"	110
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2012"	"2012"	"Male"	"M"	89
	"Prostate"	"28010"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2013"	"2013"	"Male"	"M"	94
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"1999"	"1999"	"Male"	"M"	33
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2000"	"2000"	"Male"	"M"	34
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2001"	"2001"	"Male"	"M"	40
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2002"	"2002"	"Male"	"M"	40
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2003"	"2003"	"Male"	"M"	38
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2004"	"2004"	"Male"	"M"	40
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2005"	"2005"	"Male"	"M"	39
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2006"	"2006"	"Male"	"M"	41
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2007"	"2007"	"Male"	"M"	47
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2008"	"2008"	"Male"	"M"	54
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2009"	"2009"	"Male"	"M"	30
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2010"	"2010"	"Male"	"M"	39
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2011"	"2011"	"Male"	"M"	37
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2012"	"2012"	"Male"	"M"	54
	"Prostate"	"28010"	" Ogden-Clearfield, UT  "	"36260"	"2013"	"2013"	"Male"	"M"	38
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"1999"	"1999"	"Male"	"M"	101
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2000"	"2000"	"Male"	"M"	96
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2001"	"2001"	"Male"	"M"	105
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2002"	"2002"	"Male"	"M"	101
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2003"	"2003"	"Male"	"M"	92
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2004"	"2004"	"Male"	"M"	95
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2005"	"2005"	"Male"	"M"	86
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2006"	"2006"	"Male"	"M"	93
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2007"	"2007"	"Male"	"M"	89
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2008"	"2008"	"Male"	"M"	86
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2009"	"2009"	"Male"	"M"	101
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2010"	"2010"	"Male"	"M"	107
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2011"	"2011"	"Male"	"M"	95
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2012"	"2012"	"Male"	"M"	99
	"Prostate"	"28010"	" Oklahoma City, OK  "	"36420"	"2013"	"2013"	"Male"	"M"	124
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"1999"	"1999"	"Male"	"M"	66
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2000"	"2000"	"Male"	"M"	70
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2001"	"2001"	"Male"	"M"	68
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2002"	"2002"	"Male"	"M"	65
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2003"	"2003"	"Male"	"M"	70
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2004"	"2004"	"Male"	"M"	74
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2005"	"2005"	"Male"	"M"	71
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2006"	"2006"	"Male"	"M"	68
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2007"	"2007"	"Male"	"M"	71
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2008"	"2008"	"Male"	"M"	83
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2009"	"2009"	"Male"	"M"	63
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2010"	"2010"	"Male"	"M"	68
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2011"	"2011"	"Male"	"M"	80
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2012"	"2012"	"Male"	"M"	76
	"Prostate"	"28010"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2013"	"2013"	"Male"	"M"	67
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"1999"	"1999"	"Male"	"M"	159
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2000"	"2000"	"Male"	"M"	167
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2001"	"2001"	"Male"	"M"	181
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2002"	"2002"	"Male"	"M"	165
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2003"	"2003"	"Male"	"M"	146
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2004"	"2004"	"Male"	"M"	154
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2005"	"2005"	"Male"	"M"	159
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2006"	"2006"	"Male"	"M"	164
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2007"	"2007"	"Male"	"M"	170
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2008"	"2008"	"Male"	"M"	186
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2009"	"2009"	"Male"	"M"	188
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2010"	"2010"	"Male"	"M"	162
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2011"	"2011"	"Male"	"M"	170
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2012"	"2012"	"Male"	"M"	153
	"Prostate"	"28010"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2013"	"2013"	"Male"	"M"	171
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"1999"	"1999"	"Male"	"M"	54
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2000"	"2000"	"Male"	"M"	71
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2001"	"2001"	"Male"	"M"	53
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2002"	"2002"	"Male"	"M"	62
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2003"	"2003"	"Male"	"M"	50
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2004"	"2004"	"Male"	"M"	68
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2005"	"2005"	"Male"	"M"	54
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2006"	"2006"	"Male"	"M"	62
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2007"	"2007"	"Male"	"M"	76
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2008"	"2008"	"Male"	"M"	65
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2009"	"2009"	"Male"	"M"	77
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2010"	"2010"	"Male"	"M"	67
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2011"	"2011"	"Male"	"M"	77
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2012"	"2012"	"Male"	"M"	53
	"Prostate"	"28010"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2013"	"2013"	"Male"	"M"	74
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"1999"	"1999"	"Male"	"M"	76
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2000"	"2000"	"Male"	"M"	73
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2001"	"2001"	"Male"	"M"	71
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2002"	"2002"	"Male"	"M"	78
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2003"	"2003"	"Male"	"M"	73
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2004"	"2004"	"Male"	"M"	74
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2005"	"2005"	"Male"	"M"	91
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2006"	"2006"	"Male"	"M"	79
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2007"	"2007"	"Male"	"M"	85
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2008"	"2008"	"Male"	"M"	70
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2009"	"2009"	"Male"	"M"	83
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2010"	"2010"	"Male"	"M"	67
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2011"	"2011"	"Male"	"M"	79
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2012"	"2012"	"Male"	"M"	72
	"Prostate"	"28010"	" Palm Bay-Melbourne-Titusville, FL  "	"37340"	"2013"	"2013"	"Male"	"M"	81
	"Prostate"	"28010"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"1999"	"1999"	"Male"	"M"	748
	"Prostate"	"28010"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2000"	"2000"	"Male"	"M"	730
	"Prostate"	"28010"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2001"	"2001"	"Male"	"M"	712
	"Prostate"	"28010"	" Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  "	"37980"	"2002"	"2002"	"Male"	"M"	714
